,text,HS
12847,mba ikutan yuk sgpore lawan tines rovers biar mbak mulu gaul nya nge je dog memikirkan the jak the jak nya kungan kabari yaa ,1
9408,gua berbicara kasar goblok doang,0
11822,pemilik abu tours pendonor dana 212 pendukung anies sandi rakyat dki prihatin gubernur berhubungan laknat abu tours menelan 96 000 korban total penipuan rp1 8t 16 439 menabung rp30rb sehari,0
5948,kret revisi haha ,0
4801,cocok cocok penis 4 istri perilaku seks nyimpang mui lgbt dinilai perilaku seks menyimpang,1
10647,jisung akting sok cool lugas udik banget newbienya banget l,1
8827,presiden kret haha,1
11614,nabi dikejar kejar dinistakan orang kafir disuruh menyanjung orang 2 memusuhi agama akal sehat akal sehat,0
9896,disetiap universitas sepe inya dititipkan mata mata rezim mengawasi kegiatan mahasiswa aneh rezim skrg,0
10949,congor rusak nmakin muak orang orang,1
6465,bisu terpaku nlembaran mimpi naku tersentak denting nwaktu memanggilku naku terbangun gelisah hatiku nresah,0
666,kualitasnya bayar 31 mar gratis mending pakai antena menonton indos ar ,0
11077,sih cebong kebanyakan makan tahi jokowi sadar jokowi mengumumkan indonesia diubah indochina,1
11972,rakyat sabar lengserkan tokoh negeri takut santet jokowi dicari tokoh nasional berani,1
12589,iya anjir tau pw orang gak,0
9945,jual badan usaha milik negara migas energi beli freepo bang kalo jualan cebong aja cebong indonesia pintar pintar lucu lucu,1
6847,gede tau kemarin sih banci eta trh wkwkwk,0
1418,tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang n tomohoninternationalflowerfestival,0
844,hebat maksud tujuan sensitif basa basi urung sepatah silaturahmi klarifikasi perorangan berjemaah viral budaya toleransi ketimuran eksistensi,0
3988,m bodoh banget mun n kebanyakan anak ya ne hina banget sial ny untung modar,0
6095,disitu menandakan kedunguan lu mengurusi perusahaan pribadinya becus mengurusi negara by the way pajaknya dibayar blum wkwkwkwk kret dongo,1
2950,setuju klau ahok gelar santri kehormatan santri kehormatan babi ,1
10343,pengetahuan menggantikan persahabatan suka orang idiot kehilanganmu spongebob patrick,0
13106,rezim jokowi dicopot kapolrinya karna lembaga kepolisian kebijakan berjalan perintah izin atasan,0
9386,brisek makan autis ntr,1
10452,bawaslu kolaka te inggi pelanggaran asn pilkada,0
9978,tradisi katolik perayaan ekaristi misa diadakan nuansa daerah namanya misa inkulturasim imlek misa inkulturasi tionghoa,0
12723,wkwkwkwkwkw bajingan orang ,1
6448,khofifah beberkan nawa bakti satya debat malam,0
11109,rezim utang pencitraan berkuasa k3mbali rezim kretttt,1
426,matamu picek cukk nora lihat prestasi jokowi nguoblokkk ntolol,1
11919,nama patrialis akbar status terpidana korupsi mendukung anies sandi,1
2338,eh kunyuk ,0
1001,lt strong gt dasar cebong dungu 7 turunan lt strong gt,1
11082,presiden ulama dipilih rakyat kehendak allah swt negara indonesia kokoh ulama umara beriringan a menjaga silaturahmi jokowibersamaulama kitabsucibukanfiksi,0
3045,pembajak agama intoleran reaktif terbiasa agama badik menusuk lawan duniawinya mendadak toleran keyakinannya dihina kawan duniawinya ya agama mengejar tujuan tujuan,1
5742,sih kapitalisme hahaha dasar antek antek komunis,1
3315,iya anjir dah,0
3622,sulitkah bangsa indonesia informasi jatidiri presiden jokowi chirpstory,0
9902,anies sandi haha ter bongkar wajah aslinya saracen,1
10561,pakai jilbab komunis knalpot pakai saringan sbg orang nu mulutnya saringan,1
9499,heran aslinya burik,1
8946,mulia tokoh dikenal anti aseng bersih sederhana asli bersabda lugas ncc,0
8035,pendukung ahok ditangkap dijaman jokowi,1
10495,sepengetahuan gue bank deh menukar valuta asing toko toko jual emas ntpi tau bank negara indonesia si,0
8373,ekonomi tumbuh infrastrukturnya memble kesejahteraan diraih bencana inflasi,0
1922,manusia orang busuk busuk bangkai zonk zonk,1
8684,peran israel pembantaian muslim rohingya,1
11882,salah pangkah taik taik lgbt liberal menentang raja pengu kafir harbi,1
7692,sih staguf yahudi tulen benci arab,1
6239,buku lawas gt tangklukan abangan tarekat kebangkitan agama jawa ahmad syafi i mufid 2006 319 halaman harga 125 000 minat,0
10580,indonesia musibah umat islam berkah orang cina  kristen,1
8959,bayak menangkap korupsi kpk gagal bubarkan serahkan kepolisian kejaksaan,1
2520,rambut warnanya sih kadang oren kadang coklat muda kadang coklat onta,0
10149,coba ahok berbicara bani kret murka n alumni212 n kret n monyet,1
3555,terpilih nih mencalonkan presiden,1
3432,e n g g a k gue mute anjir,0
6533,bodo sial anak anjinggg maju setan sweater mansoura,1
7515,hetifah tingkatkan sektor pariwisata kaltim baca berita update korankaltim bacakorankaltim wisatakaltim samarinda tenggarong balikpapan bontang berau,0
4496,kalimat njangan bacot doang buktiin ntapi kalimatnya sepe i n maaf kasih solusi butuh,0
10375,noob ah tidur alamak,0
7344,huhuhuhu tiba2 sm kim bum plot twist bangettt sumpah tuh udh relain sm monyet beneran biar monyet move on eh taunya ama jan monyet berani dekati tau,1
5263,orang udik tanah abang,1
5152,pelatih asing menjuarai piala dunia terbaru robe o ma inez melatih belgia gagal semifinal,0
5212,udh tua emg picek,1
9420,sitante pamer bokong alamnya jadikan melirik nmmm lumayan iseng2,0
11115,ga kontol mas,0
1485,presiden jokowi optimis indonesia cerah,0
4262,mengajukan arsip presiden pe ri sukarno nominasi memory of the world kumparannews,0
3653,ahok menjabat gubernur labrak rumah sakit,1
8194,mpok silvy nyinyir melulu pe anyaan nya sayang sesat maklum sih dese emakemak debatfinaldki debatfinalpilkadajkt,1
6678,anjirr fuck kontol kuda ,0
7261,cebong goblok iq rendah,1
9508,ya s keren but have ever n numpuk piring meja makan n bawa sah habis menonton bioskop n ngga cancel ojek online sembarangan n ngga memanggil orang main handphone sebutan autis n belajar diam berbicara menjatuhkan ju,0
39,edan tujuannya fabiano,0
5089,hype e transfer protocol over secure socket layer ngentoto mememk lonte lempung kontol crottt jembut pejuh ,0
11040,kantor lbh dikepung massa takut dikuak pokoknya ganyang pa ai komunis indonesia,1
3404,jelang pilkada pemkab garut kebut cetak 116 ribu e ktp,0
7292,aman sekolahkan katolik kristen ga ekstrem2an agama diajarkan rumah,0
2054,digrebek jokowi disalahkan demokrasi fpi mas bro jokowi otoriter hehehe,1
4629,indonesiakuasaifreepo berbahagia semoga divestasi saham berlanjut perusahaan perusahaan tambang asing,0
10604,wasuuu cangkem po silit angel dicekal ki,0
7430,emosi gue loey hyung anjir gue pikir keras maksud acaranya terperanjat bego diakhir bilang mimpi anjir emosi pangeran,1
9409,one more now who is responsible syed musarraf syed azhar hamdi pratyay rajkumar likhok parmeswar basumatary manash das nilanjan deb,0
9781,benda bodo pegi beli makanan kejap mati perang tau sta ,0
5139,dowoon kayak keren keren najis ditabok sih,0
2326,beliau projo gelar kristen nusantara,0
703,fed well memotivasi jarang berebut bias merch gang lumayan murce n bilang lesbi n cowoknya cantik,0
12294,coret ya sih tanganku diam kepegang pulpen tulis2in taplak meja ku pas penuh coretan dinding ya allah kotornya untung kelas 9 semp,0
4562,gue malas sih pakai kacamata ya berattt seharian pakai muka sih heee meminimalisir mata gue sipit,0
2126,pengurus rohani islam sma negeri 2 purwoke o 2017 2018,0
11777,perjuangan kalahkan ahok pindah lengserkan jokowi,1
5129,emg kontol indihome,1
4833,bera i penistaan agama kitab suci dinyatakan fiksi,0
214,kayaknya bank te entu bilang jual uang asing tukar rupiah,0
6456,minyak merek kalajengking racun kalajengking dungu dipelihara,1
6377,ejekan monyet mencemari bola sepak ,0
572,owner seo tae adminnya hiring sayang 3 s,0
4045,sesungguhnya tiada berputus asa rahmat allah kaum kafir qs yusuf 87,0
11207,anjir gue lupa sih kelewatan anjing jarinya se gue mute pokoknya sadar gue mute uke pokoknya bella salah dnnya,0
8328,kontaminasi murid ncuma kasih kaca gerung bro nkl nalar dungu njokowi bicara emas mahal nkalajengkin,1
10233,umat umat onta ya ustad nabi bawa bawa umat ustad cangkeman,1
13059,analoginya kayak pancasila min pancasila protestan pancasila katolik pancasila budha pancasila islam pancasila hindu pancasila yg niat mempersatukan memandang stereotip agama dikotak kotak deng,0
1930,urus telur becus urusan ndasar cungkring peang 2 x,1
859,heran setan iblis kabur takut mendengar azhan makhluk allah anteng dengar azan pura pura budek kupingnya kalah setan iblis,1
5494,jokowi 2030 indonesia masuk 10 negara ekonomi terkuat dunia,0
957,anaknya soemitro begawan ekonomi pola pikir admin gerinda kayak kuliah fakir ilmu,0
250,lembaga2 anti korupsi bubar sentuh kekuasaan giliran kpk pdip ai politik penguasa pulang mengotot bubarkan kpk,1
3903,resiko terkena pneumonia akibat vape penjelasannya kedaulatan rakyat budaya penelitian berita,0
10887,hahahahaha manusia jadian no 1 2019gantipresiden 2019gantipresiden 2019gantipresiden nyata perubahan indonesia,1
9064,nada asing koplo pembela sih penista agama durjana menyuruh orang ngaji,1
8938,memasuki abad 16 bangsa po ugis indonesia tujuan perdagangan berusaha menyebarkan agama katolik mencapai tujuan,0
4257,bangkai bau,0
4386,semoga laknat allah merusak islam,1
10673,aish sipit nmami main raket jin oppak,0
6019,lu budek congean,1
4589,aksi lucu bocah motor gaya,0
10183,om tangkap y klo dosen usu j tangkap klo om bera i sontoloyo n 2019gantipresiden,1
7956,memek gatal ngentot pakai kontol keker,0
6245,raja jujur sepe i joki menunggangi buaya selamat turun,0
8914,cebong membela junjungannya pencitraan tipuan rezim anti islam,1
6414,allah swt dungu biadab berkaca lukman kasih makan muhammad janjikan rasan mengakui tuhan,1
3714,lengserkan jokowi,1
5182,tangkap ahok kelompok nya pemalsuan e ktp pengkhianat bangsa negara,1
2390,hg pa ai komunis indonesia hitam,0
8658,sarap nih orang,1
11944,pakai foto sih kalo pakai wonho gue kotor berdosa pecun menjijikkan ya,0
12961,lu banci nku cewek takut menyerang cewek sembunyikan wajah mu,1
13067,lesbi anjir humor wkwk,0
1091,eh serius muntah benaran tai hyung,1
4052,haha lancar nih babi nak sambung kerja,0
8447,goreng  kopi prabowo  jokowi pilpres 2019 pas presiden pas kopinya pas jokowi t3tapjokowi t3tapjokowi2019 jokowipresidenkukerjanyata menujuindonesiamaju jokowimembangunindonesia uangkita j,0
182,,0
5368,cowok dunia 2 bajingan ya maho,0
7885,namanya memancing konflik horizontal polisi membiarkan lengserkan jokowi indonesia hancur,1
5065,bahas janji kanye hoaks jokowi janji dolar 10rb bani micin main goreng aja hadeuuh,1
6586,edan pbg purwoke o ngeles,0
12910,apel malang impor apel cina amrik namanya bangga produk indonesia,1
5189,intinya mencintai cintai mencintai gak peduli cewe cowo straight gay lesbian transgender apapun who are,0
8021,ganti mudah2n ekonomi membaik sesulit,1
8352,cebong isi kepalanya taik cebong memikirnya waras,1
3602,qaumi ekajati conference jamiat ul ulama e hind janab mohd ali shabb,0
8382,oh kek gitu noona anak jalanan km anak gembel ya,0
4981,mint ngewe tinggalin,0
376,amin semoga be iga menilkan terbaik menyumbangan medali sumatra selatan,0
2393,suka orang play victim ngewe najis,1
7347,oh anies konon beliau buyback indosat stop impor bikin mobil esemka swasembada pangan reformasi pe anian 10 juta lapangan kerja 50 000 puskesmas stop ujian nasional jabatan ekonomi 7 dolar 10 000 usut munir,0
1451,manusia suka sontoloyo model ginian,1
4328,sistem pemilihan kepala daerah dipilih parlemen masyarakat terlibat langsung proses pilihan kepala daerah efek pilihan kepala daerah sung merusak birokrasi pemerintahan tim sukses kubu menang mengatur mutasi,0
679,pojoksatu polisi selidiki presiden pks unsur pidana,0
11568,kalo pakai bermuka kesannya enak sebutan menyebut orang munafik,0
9264,si kutil babi melecehkan pribumi umat islam iklanahokjahat,1
12115,kunyuk asia antek asing,1
12509,bangke gak dijual nih acc,0
7388,si cewek bilang gua badan rumah gue bersihkan guru agama gue langsung menyuruh anak anak ambil air airnya dibaca bacain disirami pohon nangka cewek langsung sadarkan dibawalah,0
4472,palestina islam merdeka ntapi palestina yahudi dimerdekakan ingriss,0
10868,pa 3 anjing enk banget si ganteng be ngerasain sodokan kontol gw ,0
7326,selamat koperasi nasional koperasi landasan ekonomi bangsa dipelihara ditumbuh kembangkan ancaman praktik kakak el asing,0
4143,recommended along tengok cerita the danish girl pasal the first transgender in histori berjaya ubah perempuan profesional helps nalong khunsa la nme tengoklah good film tu,0
12119,he he he nya gue malas meladeni komentar lo jujur gue kasihan lo pe anyaan gue 100 idiot nih gue bantu pelan pelan ya biar otak nangka,1
797,jatuhnya musyrik tar masuk neraka,0
1180,ya ttp waspada antek komunis pintar kamuflase,1
2686,bacotnya cebong ya nmirip pki,1
4260,asma dewi jegal pelantikan anies sandi,1
9755,repost jokower ahoker sapi onta curut khilafah kecoa asu kret pentol korek bumi datar otak micin dibalas cebong turunannya bong200 ebong kolam butek mewek ngadu emak cemen  cengeng ah bong,1
1810,173 cm n berat 47 kg n ciri fisik langsing mata sipit hidung mancung,0
1665,informasiunik ntb gt enam bahasa resmi pbb inggris perancis arab cina rusia spanyol,0
12248,bubarkan komisi pemberantasan korupsi pilih kasih lolos,1
10543,menyantuni anak yatim piatu ya orang si anak yatim piatu golongan muslim beragama kristen katolik hindu buddha dll nya ya disantuni aturan agama alloh,0
2299,antropologi fisik 1 paleo anthropology 2 somatologi antropologi budaya 1 arkeologi 2 etnolinguistik 3 etnologi 4 antropologi sosial,0
4917,fi ni mengikuti pd48 um antek anteknya selesai,0
3701,iya buka langsung sipit banget teman sepe inya aja,0
11556,taawuz biar dijauhkan godaan setan terkutuk,0
6059,ayo jenderal tebarkan pesonamu 2019 calonnya,1
2362,isnus menetes telur kodok sih said agil kolektor cebong bang ndan hidup sari sari comberan hasil buangan koar koar isnus,1
12558,tai gue aja banget  ngejar ngejar gue eh pas gue sayang nyaman cuek  pergi aja,0
3813,edan sih markli ku senyum senyum hp,0
9565,brengsek anjirittt siaaaaallllllll benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt,1
11937,waraqah ibn naufal sepupu khadijah imam nestorian berasal kiblatnya kristen nestorian syria waraqah memakai alah allah ketimbang elohim yahweh,0
2091,kayak pemilihan bom dinge iin nge iin,0
11432,masya allah bupati orasi demo sukmawati rela dipecat jabatannya dipecat membela agama islam agama islam dilecehkan bupati labuhanbatu dihadapan ribuan umat islam menggelar aksi bela islam 6 4,0
6530,700 rumah  masjid rohingya dibakar teroris budha baggona 14 9,1
1121,dpr mpr ambil tindakan pecat terhormat setya novanto sudi diwakili manusia hina ttd rakyat indonesia,1
6196,ya namanya calon wakil gubernur goblok nge i peraturan debat bego liciknya sandiaga uno,1
985,muslim menzhalimi menjerumuskan menganiaya hr muslim,0
10935,iblis perangai kucing zzzzzzzz sanggup tegak,0
11526,ngewe mulu,0
10331,bikin resah tl sih monyet kafir,1
1879,hutang gede rakyat susah dah iya alay politik,1
8547,iyess museum brawijaya pisan tank depannya bawa bom takjil hem,0
12038,bumi tua kenyataan mimpi ndi bumi renta bisu be ambah tuli ntak bicara mendengarkan nperduli makhluk sosial sosial n elegi mendengarkan figura renata,0
8491,tai ah pekerjaan disgraceful berbicara kayak bilang terserah gue habis gue te kontrak menawari lowongan,0
12103,oiii niat sih menangani keluhan pelanggan 4 keluhan ditanggepin bangke abis,1
6351,si dungu bin dongok dungunya operasi inteligen bikin anarkisme ribuan massa terlibat anggota intel wes gak mutu orang modalnya mulut njeplak,1
1193,lu gue dower rapper onta milik gue hati elu,0
9999,gils kids jaman jigeum sungguh bahagia gue umur 10 main taplak gunung,0
12508,maaf menilai ucapan hidayat nur wahid terhormat gambaran betapa munafik picik kotornya hati,1
7983,maklum pa ai komunis sejahtera,1
894,islam ya islam ga islam ditambah embel embel islam nusantara nnanti teman pakai embel embel katolik nusantara protestan nusantara hindu nusantara budha nusantara ntapi pakai embel embelnya ya silakan sa,0
6633,presiden jongos slalu menunggu aba tuan cina nya dibantai muslim cina kafir,1
1366,memperluas pintu rezeki dakwah islam majelistaklim rezeki rejeki habaib habib ustadz ulama kyai pesantren tarim menikah jomblo,0
11296,selamat pagi selamat semangat beraktivitas salam 2 periode jokowi presiden joko widodo jokowi tercatat merungkan 30 proyek strategis nasional psn terhitung 2016 2017 t3tapjokowi2019,0
11825,mengenaskan ya bacanya,0
